record_id,date,shift,operator_id,operator_name,worker_status,vendor,equipment_type,equipment_id,production_unit,job_type,condition,condition_factor,shift_hours,break_hours,downtime_minutes,downtime_reason,productive_hours,longest_nonstop_hours,baseline_per_hour,target_production,actual_production,target_boxes,actual_boxes,achievement_percentage,utilization_percentage,validation_status,foreman_status,supervisor_status,final_status,safety_alert,data_quality_flag
TRX-0000653,2026-01-17,Shift 1,OPR-029,Operator 029,Outsourcing,Vendor A,RTGC,RTG-11,box,Discharge,Normal,1.0,8,0.76,29.9,Yard congestion,6.74,2.58,20.0,121.3,115,121.3,115,94.8,84.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000654,2026-01-17,Shift 1,OPR-003,Operator 003,Outsourcing,Vendor A,Forklift,FL-01,box,Loading,Normal,1.0,8,0.72,4.1,Tidak ada,7.21,2.64,10.0,64.9,63,64.9,63,97.1,90.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000655,2026-01-17,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Reach Stacker,RS-05,box,Discharge,Normal,1.0,8,0.77,50.0,Operator change,6.4,5.57,14.0,80.6,72,80.6,72,89.3,80.0,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,produksi_bawah_target|utilisasi_rendah|nonstop_lebih_4_jam
TRX-0000656,2026-01-17,Shift 1,OPR-018,Operator 018,Outsourcing,Vendor A,RTGC,RTG-07,box,Discharge,Normal,1.0,8,0.83,17.5,Yard congestion,6.88,2.33,20.0,123.9,120,123.9,120,96.9,86.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000657,2026-01-17,Shift 1,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-07,move,Loading,Kepadatan sedang,0.9,8,0.77,48.0,Weather,6.43,3.31,10.0,52.1,51,52.1,51,97.9,80.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000658,2026-01-17,Shift 1,OPR-022,Operator 022,Outsourcing,Vendor C,RTGC,RTG-12,box,Discharge,Normal,1.0,8,1.01,31.1,Waiting job,6.47,4.5,20.0,116.4,102,116.4,102,87.6,80.8,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000659,2026-01-17,Shift 1,OPR-016,Operator 016,Outsourcing,Vendor C,Head Truck,HT-18,move,Discharge,Kepadatan tinggi,0.8,8,0.84,16.4,Yard congestion,6.88,2.95,10.0,49.6,53,49.6,53,106.9,86.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000660,2026-01-17,Shift 1,OPR-010,Operator 010,Outsourcing,Vendor C,Head Truck,HT-03,move,Discharge,Normal,1.0,8,0.76,49.0,System interruption,6.43,3.19,10.0,57.8,56,57.8,56,96.8,80.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000661,2026-01-17,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,Forklift,FL-02,box,Discharge,Kepadatan tinggi,0.8,8,0.88,19.0,Operator change,6.8,2.42,10.0,49.0,59,49.0,59,120.5,85.0,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000662,2026-01-17,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,RTGC,RTG-04,box,Discharge,Normal,1.0,8,0.94,5.0,Tidak ada,6.98,2.27,20.0,125.6,129,125.6,129,102.7,87.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000663,2026-01-17,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Head Truck,HT-03,move,Discharge,Pembatasan alat,0.75,8,0.8,32.5,Equipment breakdown,6.66,3.1,10.0,44.9,48,44.9,48,106.8,83.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000664,2026-01-17,Shift 2,OPR-011,Operator 011,Tetap,Vendor A,RTGC,RTG-09,box,Loading,Penghentian resmi,0.0,8,0.7,355.8,System interruption,1.37,3.28,20.0,0.0,0,0.0,0,0.0,17.2,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000665,2026-01-17,Shift 2,OPR-025,Operator 025,Tetap,Vendor C,Quay Crane,QC-07,box,Loading,Kepadatan sedang,0.9,8,0.75,23.2,Equipment breakdown,6.86,4.28,28.0,155.6,152,155.6,152,97.7,85.8,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000666,2026-01-17,Shift 2,OPR-012,Operator 012,Tetap,Vendor B,Forklift,FL-03,box,Discharge,Normal,1.0,8,0.88,8.3,Tidak ada,6.98,3.31,10.0,62.9,61,62.9,61,97.0,87.3,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000667,2026-01-17,Shift 2,OPR-007,Operator 007,Outsourcing,Vendor B,Head Truck,HT-12,move,Discharge,Normal,1.0,8,0.68,33.2,Operator change,6.76,3.12,10.0,60.9,69,60.9,69,113.4,84.5,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000668,2026-01-17,Shift 2,OPR-003,Operator 003,Outsourcing,Vendor A,Head Truck,HT-17,move,Discharge,Normal,1.0,8,0.74,24.6,Weather,6.85,3.36,10.0,61.7,62,61.7,62,100.5,85.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000669,2026-01-17,Shift 2,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-02,move,Discharge,Normal,1.0,8,0.74,15.1,Weather,7.01,2.94,10.0,63.1,69,63.1,69,109.4,87.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000670,2026-01-17,Shift 2,OPR-022,Operator 022,Outsourcing,Vendor C,Head Truck,HT-18,move,Discharge,Kepadatan sedang,0.9,8,0.68,25.2,Operator change,6.9,2.5,10.0,55.9,53,55.9,53,94.9,86.2,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000671,2026-01-17,Shift 2,OPR-016,Operator 016,Outsourcing,Vendor C,Quay Crane,QC-02,box,Loading,Pembatasan alat,0.75,8,0.9,7.8,Tidak ada,6.97,2.44,28.0,131.7,126,131.7,126,95.7,87.1,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000672,2026-01-17,Shift 2,OPR-024,Operator 024,Tetap,Vendor B,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.83,21.8,Yard congestion,6.81,2.62,10.0,61.3,72,61.3,72,117.5,85.1,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000673,2026-01-17,Shift 2,OPR-004,Operator 004,Outsourcing,Vendor A,Quay Crane,QC-05,box,Loading,Normal,1.0,8,0.69,7.9,Tidak ada,7.18,2.52,28.0,180.9,176,180.9,176,97.3,89.8,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000674,2026-01-17,Shift 2,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-15,move,Discharge,Kepadatan sedang,0.9,8,0.85,19.4,Weather,6.83,5.54,10.0,55.3,52,55.3,52,94.0,85.4,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000675,2026-01-17,Shift 2,OPR-010,Operator 010,Outsourcing,Vendor C,Head Truck,HT-05,move,Discharge,Normal,1.0,8,0.7,45.3,Equipment breakdown,6.54,3.92,10.0,58.9,60,58.9,60,101.9,81.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000676,2026-01-17,Shift 2,OPR-017,Operator 017,Outsourcing,Vendor C,RTGC,RTG-06,box,Discharge,Normal,1.0,8,0.61,28.8,Waiting job,6.91,3.23,20.0,124.4,128,124.4,128,102.9,86.4,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000677,2026-01-17,Shift 2,OPR-028,Operator 028,Outsourcing,Vendor B,Forklift,FL-01,box,Loading,Kepadatan tinggi,0.8,8,0.68,7.8,Tidak ada,7.19,2.6,10.0,51.8,37,51.8,37,71.5,89.9,REVIEW,Approved,Pending,PENDING,SAFE,produksi_bawah_target
TRX-0000678,2026-01-17,Shift 2,OPR-027,Operator 027,Outsourcing,Vendor C,Head Truck,HT-07,move,Discharge,Kepadatan sedang,0.9,8,0.92,14.0,Operator change,6.85,2.67,10.0,55.5,53,55.5,53,95.6,85.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000679,2026-01-17,Shift 3,OPR-017,Operator 017,Outsourcing,Vendor C,Quay Crane,QC-08,box,Discharge,Normal,1.0,8,0.53,29.7,Waiting job,6.97,2.59,28.0,175.8,202,175.8,202,114.9,87.2,REVIEW,Approved,Pending,PENDING,SAFE,produksi_di_atas_batas
TRX-0000680,2026-01-17,Shift 3,OPR-016,Operator 016,Outsourcing,Vendor C,Quay Crane,QC-04,box,Loading,Pembatasan alat,0.75,8,0.76,3.5,Tidak ada,7.19,3.58,28.0,135.8,150,135.8,150,110.5,89.8,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000681,2026-01-17,Shift 3,OPR-005,Operator 005,Outsourcing,Vendor C,Quay Crane,QC-05,box,Loading,Normal,1.0,8,0.62,25.6,Yard congestion,6.95,2.66,28.0,175.2,176,175.2,176,100.5,86.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000682,2026-01-17,Shift 3,OPR-006,Operator 006,Tetap,Vendor C,Forklift,FL-03,box,Discharge,Normal,1.0,8,0.74,13.7,Weather,7.03,2.53,10.0,63.3,60,63.3,60,94.9,87.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000683,2026-01-17,Shift 3,OPR-008,Operator 008,Outsourcing,Vendor B,Forklift,FL-06,box,Discharge,Normal,1.0,8,0.75,5.7,Tidak ada,7.16,2.38,10.0,64.4,63,64.4,63,97.8,89.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000684,2026-01-17,Shift 3,OPR-015,Operator 015,Outsourcing,Vendor A,Head Truck,HT-10,move,Discharge,Normal,1.0,8,0.96,34.7,Yard congestion,6.46,4.0,10.0,58.2,63,58.2,63,108.3,80.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000685,2026-01-17,Shift 3,OPR-019,Operator 019,Tetap,Vendor B,Reach Stacker,RS-01,box,Discharge,Normal,1.0,8,1.0,7.3,Tidak ada,6.87,2.89,14.0,86.6,79,86.6,79,91.2,85.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000686,2026-01-17,Shift 3,OPR-030,Operator 030,Outsourcing,Vendor A,RTGC,RTG-12,box,Discharge,Normal,1.0,8,0.7,31.3,Equipment breakdown,6.78,3.03,20.0,122.0,121,122.0,121,99.1,84.8,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000687,2026-01-17,Shift 3,OPR-027,Operator 027,Outsourcing,Vendor C,Quay Crane,QC-03,box,Discharge,Kepadatan sedang,0.9,8,0.55,34.7,Yard congestion,6.87,2.98,28.0,155.9,151,155.9,151,96.9,85.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000688,2026-01-17,Shift 3,OPR-018,Operator 018,Outsourcing,Vendor A,Head Truck,HT-18,move,Loading,Normal,1.0,8,0.85,35.1,Waiting job,6.57,2.6,10.0,59.1,55,59.1,55,93.0,82.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000689,2026-01-17,Shift 3,OPR-011,Operator 011,Tetap,Vendor A,Head Truck,HT-09,move,Loading,Normal,1.0,8,0.74,9.5,Tidak ada,7.1,3.38,10.0,63.9,69,63.9,69,107.9,88.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000690,2026-01-17,Shift 3,OPR-004,Operator 004,Outsourcing,Vendor A,Quay Crane,QC-06,box,Loading,Normal,1.0,8,0.56,18.7,System interruption,7.12,1.66,28.0,179.5,124,179.5,124,69.1,89.1,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000691,2026-01-18,Shift 1,OPR-027,Operator 027,Outsourcing,Vendor C,RTGC,RTG-10,box,Loading,Normal,1.0,8,0.98,4.0,Tidak ada,6.95,2.68,20.0,125.1,123,125.1,123,98.3,86.9,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000692,2026-01-18,Shift 1,OPR-002,Operator 002,Outsourcing,Vendor B,Head Truck,HT-07,move,Discharge,Normal,1.0,8,0.61,13.3,Yard congestion,7.17,2.59,10.0,64.5,59,64.5,59,91.5,89.6,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000693,2026-01-18,Shift 1,OPR-023,Operator 023,Outsourcing,Vendor A,RTGC,RTG-09,box,Loading,Kepadatan sedang,0.9,8,0.73,31.7,Waiting job,6.74,2.82,20.0,109.2,98,109.2,98,89.7,84.3,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000694,2026-01-18,Shift 1,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-06,move,Loading,Normal,1.0,8,0.95,57.7,Operator change,6.09,3.06,10.0,54.8,47,54.8,47,85.8,76.1,REVIEW,Approved,Pending,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000695,2026-01-18,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,Quay Crane,QC-02,box,Discharge,Kepadatan tinggi,0.8,8,0.83,6.5,Tidak ada,7.06,3.62,28.0,142.4,144,142.4,144,101.1,88.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000696,2026-01-18,Shift 1,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-05,move,Discharge,Normal,1.0,8,0.52,15.3,Operator change,7.23,2.97,10.0,65.0,62,65.0,62,95.3,90.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000697,2026-01-18,Shift 1,OPR-012,Operator 012,Tetap,Vendor B,Head Truck,HT-01,move,Discharge,Kepadatan sedang,0.9,8,0.77,29.3,Waiting job,6.74,3.11,10.0,54.6,55,54.6,55,100.7,84.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000698,2026-01-18,Shift 1,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-09,move,Loading,Penghentian resmi,0.0,8,0.85,321.2,Yard congestion,1.8,3.06,10.0,0.0,0,0.0,0,0.0,22.5,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000699,2026-01-18,Shift 1,OPR-024,Operator 024,Tetap,Vendor B,RTGC,RTG-05,box,Discharge,Pembatasan alat,0.75,8,0.82,42.4,Waiting job,6.47,2.31,20.0,87.4,79,87.4,79,90.4,80.9,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000700,2026-01-18,Shift 1,OPR-028,Operator 028,Outsourcing,Vendor B,Forklift,FL-05,box,Discharge,Normal,1.0,8,0.71,24.6,Weather,6.88,2.69,10.0,61.9,66,61.9,66,106.6,86.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000701,2026-01-18,Shift 1,OPR-008,Operator 008,Outsourcing,Vendor B,Head Truck,HT-03,move,Loading,Normal,1.0,8,0.47,9.4,Tidak ada,7.37,3.17,10.0,66.3,71,66.3,71,107.1,92.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000702,2026-01-18,Shift 1,OPR-019,Operator 019,Tetap,Vendor B,Forklift,FL-02,box,Discharge,Kepadatan sedang,0.9,8,0.87,17.6,Yard congestion,6.84,3.24,10.0,55.4,47,55.4,47,84.9,85.5,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000703,2026-01-18,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,RTGC,RTG-06,box,Loading,Normal,1.0,8,0.81,32.8,Waiting job,6.64,3.85,20.0,119.5,114,119.5,114,95.4,83.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000704,2026-01-18,Shift 2,OPR-001,Operator 001,Outsourcing,Vendor B,RTGC,RTG-07,box,Loading,Normal,1.0,8,0.6,14.3,Equipment breakdown,7.16,3.16,20.0,128.8,116,128.8,116,90.0,89.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000705,2026-01-18,Shift 2,OPR-021,Operator 021,Outsourcing,Vendor B,Head Truck,HT-12,move,Loading,Normal,1.0,8,0.85,22.9,Yard congestion,6.76,3.84,10.0,60.9,62,60.9,62,101.8,84.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000706,2026-01-18,Shift 2,OPR-014,Operator 014,Outsourcing,Vendor B,Head Truck,HT-17,move,Loading,Kepadatan sedang,0.9,8,0.63,14.9,Waiting job,7.12,3.7,10.0,57.7,55,57.7,55,95.3,89.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000707,2026-01-18,Shift 2,OPR-019,Operator 019,Tetap,Vendor B,RTGC,RTG-04,box,Discharge,Normal,1.0,8,0.82,20.3,System interruption,6.84,2.99,20.0,123.2,123,123.2,123,99.8,85.6,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000708,2026-01-18,Shift 2,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-01,move,Loading,Normal,1.0,8,0.48,47.0,Weather,6.74,4.0,10.0,60.6,56,60.6,56,92.4,84.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000709,2026-01-18,Shift 2,OPR-006,Operator 006,Tetap,Vendor C,Head Truck,HT-04,move,Discharge,Normal,1.0,8,0.74,5.1,Tidak ada,7.17,3.14,10.0,64.5,63,64.5,63,97.6,89.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000710,2026-01-18,Shift 2,OPR-012,Operator 012,Tetap,Vendor B,Head Truck,HT-09,move,Loading,Normal,1.0,8,0.67,36.6,Equipment breakdown,6.72,2.96,10.0,60.5,68,60.5,68,112.4,84.0,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000711,2026-01-18,Shift 2,OPR-018,Operator 018,Outsourcing,Vendor A,Quay Crane,QC-04,box,Loading,Normal,1.0,8,0.65,53.7,Weather,6.46,2.85,28.0,162.7,178,162.7,178,109.4,80.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000712,2026-01-18,Shift 2,OPR-028,Operator 028,Outsourcing,Vendor B,Head Truck,HT-02,move,Loading,Normal,1.0,8,0.8,2.9,Tidak ada,7.16,2.79,10.0,64.4,69,64.4,69,107.1,89.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000713,2026-01-18,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Reach Stacker,RS-03,box,Loading,Penghentian resmi,0.0,8,0.85,384.8,Waiting job,0.74,3.25,14.0,0.0,0,0.0,0,0.0,9.2,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000714,2026-01-18,Shift 2,OPR-011,Operator 011,Tetap,Vendor A,Quay Crane,QC-06,box,Discharge,Normal,1.0,8,0.73,2.0,Tidak ada,7.24,3.35,28.0,182.4,182,182.4,182,99.8,90.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000715,2026-01-18,Shift 2,OPR-024,Operator 024,Tetap,Vendor B,Forklift,FL-05,box,Loading,Normal,1.0,8,0.76,24.8,Operator change,6.83,2.7,10.0,61.5,59,61.5,59,96.0,85.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000716,2026-01-18,Shift 2,OPR-013,Operator 013,Outsourcing,Vendor A,Forklift,FL-04,box,Loading,Normal,1.0,8,1.07,24.4,Waiting job,6.52,2.29,10.0,58.7,56,58.7,56,95.4,81.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000717,2026-01-18,Shift 2,OPR-016,Operator 016,Outsourcing,Vendor C,RTGC,RTG-05,box,Discharge,Kepadatan sedang,0.9,8,0.71,31.3,Equipment breakdown,6.77,3.13,20.0,109.7,104,109.7,104,94.8,84.6,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000718,2026-01-18,Shift 2,OPR-017,Operator 017,Outsourcing,Vendor C,Head Truck,HT-15,move,Loading,Pembatasan alat,0.75,8,0.79,13.3,Yard congestion,6.99,2.67,10.0,47.2,50,47.2,50,106.0,87.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000719,2026-01-18,Shift 2,OPR-022,Operator 022,Outsourcing,Vendor C,Quay Crane,QC-08,box,Discharge,Normal,1.0,8,0.72,0.6,Tidak ada,7.27,2.36,28.0,183.3,178,183.3,178,97.1,90.9,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000720,2026-01-18,Shift 2,OPR-003,Operator 003,Outsourcing,Vendor A,RTGC,RTG-03,box,Discharge,Normal,1.0,8,0.9,58.9,Waiting job,6.11,3.62,20.0,110.1,101,110.1,101,91.8,76.4,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000721,2026-01-18,Shift 2,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-08,move,Discharge,Normal,1.0,8,0.83,64.0,Operator change,6.1,2.84,10.0,54.9,71,54.9,71,129.3,76.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas|utilisasi_rendah
TRX-0000722,2026-01-18,Shift 3,OPR-013,Operator 013,Outsourcing,Vendor A,Head Truck,HT-01,move,Loading,Normal,1.0,8,0.91,13.8,Weather,6.86,1.87,10.0,61.7,59,61.7,59,95.6,85.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000723,2026-01-18,Shift 3,OPR-011,Operator 011,Tetap,Vendor A,RTGC,RTG-07,box,Loading,Normal,1.0,8,0.84,5.1,Tidak ada,7.07,2.99,20.0,127.3,129,127.3,129,101.3,88.4,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000724,2026-01-18,Shift 3,OPR-009,Operator 009,Outsourcing,Vendor B,Reach Stacker,RS-03,box,Loading,Normal,1.0,8,0.78,12.4,Yard congestion,7.01,3.26,14.0,88.3,82,88.3,82,92.8,87.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000725,2026-01-18,Shift 3,OPR-010,Operator 010,Outsourcing,Vendor C,Reach Stacker,RS-02,box,Loading,Pembatasan alat,0.75,8,0.79,19.5,Equipment breakdown,6.89,2.95,14.0,65.1,64,65.1,64,98.3,86.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000726,2026-01-18,Shift 3,OPR-007,Operator 007,Outsourcing,Vendor B,Forklift,FL-06,box,Loading,Kepadatan sedang,0.9,8,0.8,25.6,Equipment breakdown,6.77,4.0,10.0,54.9,54,54.9,54,98.4,84.6,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000727,2026-01-18,Shift 3,OPR-002,Operator 002,Outsourcing,Vendor B,Forklift,FL-02,box,Loading,Normal,1.0,8,0.7,13.5,Yard congestion,7.08,2.34,10.0,63.7,62,63.7,62,97.3,88.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000728,2026-01-18,Shift 3,OPR-018,Operator 018,Outsourcing,Vendor A,Head Truck,HT-12,move,Discharge,Pembatasan alat,0.75,8,0.97,8.7,Tidak ada,6.89,2.25,10.0,46.5,46,46.5,46,98.9,86.1,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000729,2026-01-18,Shift 3,OPR-027,Operator 027,Outsourcing,Vendor C,RTGC,RTG-12,box,Discharge,Normal,1.0,8,0.81,22.6,Yard congestion,6.82,3.39,20.0,122.7,115,122.7,115,93.7,85.2,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000730,2026-01-18,Shift 3,OPR-028,Operator 028,Outsourcing,Vendor B,Quay Crane,QC-03,box,Discharge,Kepadatan sedang,0.9,8,0.82,55.9,System interruption,6.25,2.42,28.0,141.7,143,141.7,143,100.9,78.1,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000731,2026-01-18,Shift 3,OPR-003,Operator 003,Outsourcing,Vendor A,RTGC,RTG-06,box,Discharge,Pembatasan alat,0.75,8,0.69,82.4,Equipment breakdown,5.94,2.35,20.0,80.2,83,80.2,83,103.5,74.3,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000732,2026-01-18,Shift 3,OPR-024,Operator 024,Tetap,Vendor B,RTGC,RTG-08,box,Discharge,Normal,1.0,8,0.75,0.7,Tidak ada,7.24,3.32,20.0,130.3,139,130.3,139,106.7,90.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000733,2026-01-18,Shift 3,OPR-001,Operator 001,Outsourcing,Vendor B,Forklift,FL-04,box,Loading,Pembatasan alat,0.75,8,0.94,14.4,Yard congestion,6.82,3.57,10.0,46.1,46,46.1,46,99.9,85.3,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000734,2026-01-18,Shift 3,OPR-026,Operator 026,Tetap,Vendor B,Head Truck,HT-08,move,Discharge,Normal,1.0,8,0.7,5.6,Tidak ada,7.21,2.97,10.0,64.9,61,64.9,61,94.0,90.1,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000735,2026-01-18,Shift 3,OPR-006,Operator 006,Tetap,Vendor C,Reach Stacker,RS-05,box,Loading,Normal,1.0,8,0.75,12.1,Yard congestion,7.05,2.55,14.0,88.8,86,88.8,86,96.8,88.1,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000736,2026-01-18,Shift 3,OPR-021,Operator 021,Outsourcing,Vendor B,Head Truck,HT-04,move,Discharge,Normal,1.0,8,0.76,4.0,Tidak ada,7.17,3.0,10.0,64.6,58,64.6,58,89.8,89.7,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000737,2026-01-19,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Head Truck,HT-07,move,Loading,Normal,1.0,8,0.64,5.0,Tidak ada,7.28,4.23,10.0,72.8,83,72.8,83,114.0,91.0,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000738,2026-01-19,Shift 1,OPR-007,Operator 007,Outsourcing,Vendor B,Quay Crane,QC-04,box,Loading,Pembatasan alat,0.75,8,0.84,4.4,Tidak ada,7.09,4.49,28.0,148.9,155,148.9,155,104.1,88.6,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000739,2026-01-19,Shift 1,OPR-011,Operator 011,Tetap,Vendor A,Head Truck,HT-17,move,Discharge,Normal,1.0,8,0.68,10.8,Waiting job,7.14,3.61,10.0,71.4,82,71.4,82,114.8,89.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000740,2026-01-19,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,Forklift,FL-02,box,Discharge,Kepadatan sedang,0.9,8,0.75,9.6,Tidak ada,7.09,3.49,10.0,63.8,61,63.8,61,95.6,88.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000741,2026-01-19,Shift 1,OPR-022,Operator 022,Outsourcing,Vendor C,Head Truck,HT-01,move,Loading,Kepadatan sedang,0.9,8,0.8,32.8,Yard congestion,6.65,3.11,10.0,59.9,62,59.9,62,103.6,83.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000742,2026-01-19,Shift 1,OPR-017,Operator 017,Outsourcing,Vendor C,Head Truck,HT-14,move,Loading,Normal,1.0,8,0.69,52.1,Waiting job,6.44,2.78,10.0,64.4,64,64.4,64,99.3,80.6,PASS,Approved,Approved,FINAL,SAFE,OK
